country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Italy,IT,ITA,60359546,2020-04-16,29829,2936,Country_Github
Latvia,LV,LVA,1919968,2020-04-16,45,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-16,179,41,Country_Website
Malta,MT,MLT,493559,2020-04-16,,1,Surveillance
Netherlands,NL,NLD,17282163,2020-04-16,,1134,Other Website
Norway,NO,NOR,5328212,2020-04-16,175,,Country_API
Poland,PL,POL,37972812,2020-04-16,2607,,Surveillance
Portugal,PT,PRT,10276617,2020-04-16,1302,229,Country_Website
Romania,RO,ROU,19414458,2020-04-16,,243,Country_Website
Slovenia,SI,SVN,2080908,2020-04-16,99,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-16,18258,,Country_Website
Austria,AT,AUT,8858775,2020-04-15,1001,,Surveillance
Belgium,BE,BEL,11455519,2020-04-15,5331,1182,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-15,218,31,External_Github
Croatia,HR,HRV,4076246,2020-04-15,341,,Country_Website
Czechia,CZ,CZE,10649800,2020-04-15,371,77,Country_Website
Denmark,DK,DNK,5806081,2020-04-15,362,89,Country_Website
Estonia,EE,EST,1324820,2020-04-15,,10,Surveillance
Estonia,EE,EST,1324820,2020-04-15,132,,Country_API
Finland,FI,FIN,5517919,2020-04-15,226,75,External_Github
France,FR,FRA,67012883,2020-04-15,31623,6331,Country_Website
Iceland,IS,ISL,356991,2020-04-15,33,6,Country_Website
Ireland,IE,IRL,4904240,2020-04-15,881,140,Country_Website
Italy,IT,ITA,60359546,2020-04-15,30722,3079,Country_Github
Latvia,LV,LVA,1919968,2020-04-15,46,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-15,168,44,Country_Website
Malta,MT,MLT,493559,2020-04-15,,2,Surveillance
Netherlands,NL,NLD,17282163,2020-04-15,,1167,Other Website
Norway,NO,NOR,5328212,2020-04-15,190,,Country_API
Poland,PL,POL,37972812,2020-04-15,2499,,Surveillance
Portugal,PT,PRT,10276617,2020-04-15,1200,208,Country_Website
Romania,RO,ROU,19414458,2020-04-15,,245,Country_Website
Slovenia,SI,SVN,2080908,2020-04-15,96,34,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-15,18530,,Country_Website
Belgium,BE,BEL,11455519,2020-04-14,5532,1204,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-14,209,29,External_Github
Czechia,CZ,CZE,10649800,2020-04-14,385,83,Country_Website
Denmark,DK,DNK,5806081,2020-04-14,380,93,Country_Website
Estonia,EE,EST,1324820,2020-04-14,,10,Surveillance
Estonia,EE,EST,1324820,2020-04-14,144,,Country_API
Finland,FI,FIN,5517919,2020-04-14,232,75,External_Github
France,FR,FRA,67012883,2020-04-14,32131,6599,Country_Website
Iceland,IS,ISL,356991,2020-04-14,31,8,Country_Website
Ireland,IE,IRL,4904240,2020-04-14,868,149,Country_Website
Italy,IT,ITA,60359546,2020-04-14,31197,3186,Country_Github
Latvia,LV,LVA,1919968,2020-04-14,46,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-14,183,43,Country_Website
Malta,MT,MLT,493559,2020-04-14,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-14,,1192,Other Website
Norway,NO,NOR,5328212,2020-04-14,201,,Country_API
Portugal,PT,PRT,10276617,2020-04-14,1227,218,Country_Website
Romania,RO,ROU,19414458,2020-04-14,,241,Country_Website
Slovenia,SI,SVN,2080908,2020-04-14,103,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-14,19232,,Country_Website
Belgium,BE,BEL,11455519,2020-04-13,5554,1226,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-13,230,36,External_Github
Czechia,CZ,CZE,10649800,2020-04-13,394,93,Country_Website
Denmark,DK,DNK,5806081,2020-04-13,388,100,Country_Website
Estonia,EE,EST,1324820,2020-04-13,146,,Country_API
Estonia,EE,EST,1324820,2020-04-13,,11,Surveillance
Finland,FI,FIN,5517919,2020-04-13,230,74,External_Github
France,FR,FRA,67012883,2020-04-13,31952,6690,Country_Website
Iceland,IS,ISL,356991,2020-04-13,35,8,Country_Website
Ireland,IE,IRL,4904240,2020-04-13,868,143,Country_Website
Italy,IT,ITA,60359546,2020-04-13,31283,3260,Country_Github
Latvia,LV,LVA,1919968,2020-04-13,44,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-13,181,42,Country_Website
Malta,MT,MLT,493559,2020-04-13,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-13,,1215,Other Website
Norway,NO,NOR,5328212,2020-04-13,204,,Country_API
Poland,PL,POL,37972812,2020-04-13,2510,,Surveillance
Portugal,PT,PRT,10276617,2020-04-13,1187,188,Country_Website
Romania,RO,ROU,19414458,2020-04-13,,231,Country_Website
Slovenia,SI,SVN,2080908,2020-04-13,95,33,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-13,19370,,Country_Website
Belgium,BE,BEL,11455519,2020-04-12,5441,1234,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-12,230,36,External_Github
Czechia,CZ,CZE,10649800,2020-04-12,400,100,Country_Website
Denmark,DK,DNK,5806081,2020-04-12,396,104,Country_Website
Estonia,EE,EST,1324820,2020-04-12,,9,Surveillance
Estonia,EE,EST,1324820,2020-04-12,153,,Country_API
Finland,FI,FIN,5517919,2020-04-12,235,77,External_Github
France,FR,FRA,67012883,2020-04-12,31665,6714,Country_Website
Iceland,IS,ISL,356991,2020-04-12,40,9,Country_Website
Ireland,IE,IRL,4904240,2020-04-12,853,148,Country_Website
Italy,IT,ITA,60359546,2020-04-12,31190,3343,Country_Github
Latvia,LV,LVA,1919968,2020-04-12,43,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-12,201,40,Country_Website
Malta,MT,MLT,493559,2020-04-12,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-12,,1232,Other Website
Norway,NO,NOR,5328212,2020-04-12,214,,Country_API
Portugal,PT,PRT,10276617,2020-04-12,1177,228,Country_Website
Romania,RO,ROU,19414458,2020-04-12,,204,Country_Website
Slovenia,SI,SVN,2080908,2020-04-12,95,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-12,19849,,Country_Website
Belgium,BE,BEL,11455519,2020-04-11,5437,1232,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-11,231,35,External_Github
Czechia,CZ,CZE,10649800,2020-04-11,403,87,Country_Website
Denmark,DK,DNK,5806081,2020-04-11,408,106,Country_Website
Estonia,EE,EST,1324820,2020-04-11,150,,Country_API
Estonia,EE,EST,1324820,2020-04-11,,11,Surveillance
Finland,FI,FIN,5517919,2020-04-11,235,80,External_Github
France,FR,FRA,67012883,2020-04-11,31159,6752,Country_Website
Iceland,IS,ISL,356991,2020-04-11,40,9,Country_Website
Ireland,IE,IRL,4904240,2020-04-11,856,155,Country_Website
Italy,IT,ITA,60359546,2020-04-11,31525,3381,Country_Github
Latvia,LV,LVA,1919968,2020-04-11,36,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-11,190,40,Country_Website
Malta,MT,MLT,493559,2020-04-11,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-11,,1250,Other Website
Norway,NO,NOR,5328212,2020-04-11,214,,Country_API
Portugal,PT,PRT,10276617,2020-04-11,1175,233,Country_Website
Romania,RO,ROU,19414458,2020-04-11,,208,Country_Website
Slovenia,SI,SVN,2080908,2020-04-11,94,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-11,19493,,Country_Website
Belgium,BE,BEL,11455519,2020-04-10,5663,1262,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-10,231,33,External_Github
Czechia,CZ,CZE,10649800,2020-04-10,403,89,Country_Website
Denmark,DK,DNK,5806081,2020-04-10,401,113,Country_Website
Estonia,EE,EST,1324820,2020-04-10,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-10,143,,Country_API
Finland,FI,FIN,5517919,2020-04-10,236,81,External_Github
France,FR,FRA,67012883,2020-04-10,31108,6875,Country_Website
Iceland,IS,ISL,356991,2020-04-10,38,10,Country_Website
Ireland,IE,IRL,4904240,2020-04-10,825,155,Country_Website
Italy,IT,ITA,60359546,2020-04-10,31739,3497,Country_Github
Latvia,LV,LVA,1919968,2020-04-10,35,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-10,203,38,Country_Website
Malta,MT,MLT,493559,2020-04-10,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-10,,1285,Other Website
Norway,NO,NOR,5328212,2020-04-10,234,,Country_API
Portugal,PT,PRT,10276617,2020-04-10,1179,226,Country_Website
Romania,RO,ROU,19414458,2020-04-10,,183,Country_Website
Slovenia,SI,SVN,2080908,2020-04-10,106,36,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-10,19617,,Country_Website
Belgium,BE,BEL,11455519,2020-04-09,5636,1278,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-09,233,32,External_Github
Czechia,CZ,CZE,10649800,2020-04-09,416,96,Country_Website
Denmark,DK,DNK,5806081,2020-04-09,433,120,Country_Website
Estonia,EE,EST,1324820,2020-04-09,,9,Surveillance
Estonia,EE,EST,1324820,2020-04-09,136,,Country_API
Finland,FI,FIN,5517919,2020-04-09,244,82,External_Github
France,FR,FRA,67012883,2020-04-09,30608,6937,Country_Website
Iceland,IS,ISL,356991,2020-04-09,38,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-09,838,151,Country_Website
Italy,IT,ITA,60359546,2020-04-09,32004,3605,Country_Github
Latvia,LV,LVA,1919968,2020-04-09,38,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-09,202,39,Country_Website
Malta,MT,MLT,493559,2020-04-09,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-09,,1278,Other Website
Norway,NO,NOR,5328212,2020-04-09,252,,Country_API
Portugal,PT,PRT,10276617,2020-04-09,1173,241,Country_Website
Romania,RO,ROU,19414458,2020-04-09,,178,Country_Website
Slovenia,SI,SVN,2080908,2020-04-09,108,34,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-09,19495,,Country_Website
Austria,AT,AUT,8858775,2020-04-08,1096,,Surveillance
Belgium,BE,BEL,11455519,2020-04-08,5616,1285,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-08,233,27,External_Github
Czechia,CZ,CZE,10649800,2020-04-08,422,94,Country_Website
Denmark,DK,DNK,5806081,2020-04-08,453,127,Country_Website
Estonia,EE,EST,1324820,2020-04-08,,9,Surveillance
Estonia,EE,EST,1324820,2020-04-08,130,,Country_API
Finland,FI,FIN,5517919,2020-04-08,239,82,External_Github
France,FR,FRA,67012883,2020-04-08,30217,7019,Country_Website
Iceland,IS,ISL,356991,2020-04-08,40,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-08,837,146,Country_Website
Italy,IT,ITA,60359546,2020-04-08,32178,3693,Country_Github
Latvia,LV,LVA,1919968,2020-04-08,39,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-08,211,43,Country_Website
Malta,MT,MLT,493559,2020-04-08,,5,Surveillance
Netherlands,NL,NLD,17282163,2020-04-08,,1283,Other Website
Norway,NO,NOR,5328212,2020-04-08,250,,Country_API
Poland,PL,POL,37972812,2020-04-08,2425,,Surveillance
Portugal,PT,PRT,10276617,2020-04-08,1211,245,Country_Website
Romania,RO,ROU,19414458,2020-04-08,,162,Country_Website
Slovenia,SI,SVN,2080908,2020-04-08,111,35,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-08,19337,,Country_Website
Belgium,BE,BEL,11455519,2020-04-07,5715,1276,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-07,213,26,External_Github
Czechia,CZ,CZE,10649800,2020-04-07,412,100,Country_Website
Denmark,DK,DNK,5806081,2020-04-07,472,127,Country_Website
Estonia,EE,EST,1324820,2020-04-07,,11,Surveillance
Estonia,EE,EST,1324820,2020-04-07,140,,Country_API
Finland,FI,FIN,5517919,2020-04-07,231,83,External_Github
France,FR,FRA,67012883,2020-04-07,29871,7004,Country_Website
Iceland,IS,ISL,356991,2020-04-07,43,12,Country_Website
Ireland,IE,IRL,4904240,2020-04-07,828,143,Country_Website
Italy,IT,ITA,60359546,2020-04-07,32510,3792,Country_Github
Latvia,LV,LVA,1919968,2020-04-07,41,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-07,200,41,Country_Website
Malta,MT,MLT,493559,2020-04-07,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-07,,1316,Other Website
Norway,NO,NOR,5328212,2020-04-07,277,,Country_API
Portugal,PT,PRT,10276617,2020-04-07,1180,271,Country_Website
Romania,RO,ROU,19414458,2020-04-07,,274,Country_Website
Slovenia,SI,SVN,2080908,2020-04-07,109,32,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-07,18957,,Country_Website
Belgium,BE,BEL,11455519,2020-04-06,5759,1260,Country_Website
Bulgaria,BG,BGR,7000039,2020-04-06,210,26,External_Github
Czechia,CZ,CZE,10649800,2020-04-06,394,88,Country_Website
Denmark,DK,DNK,5806081,2020-04-06,497,133,Country_Website
Estonia,EE,EST,1324820,2020-04-06,,12,Surveillance
Estonia,EE,EST,1324820,2020-04-06,132,,Country_API
Finland,FI,FIN,5517919,2020-04-06,228,81,External_Github
France,FR,FRA,67012883,2020-04-06,29569,6948,Country_Website
Iceland,IS,ISL,356991,2020-04-06,38,13,Country_Website
Ireland,IE,IRL,4904240,2020-04-06,829,144,Country_Website
Italy,IT,ITA,60359546,2020-04-06,32874,3898,Country_Github
Latvia,LV,LVA,1919968,2020-04-06,44,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-06,201,41,Country_Website
Malta,MT,MLT,493559,2020-04-06,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-06,,1314,Other Website
Norway,NO,NOR,5328212,2020-04-06,314,,Country_API
Portugal,PT,PRT,10276617,2020-04-06,1099,270,Country_Website
Romania,RO,ROU,19414458,2020-04-06,,179,Country_Website
Slovenia,SI,SVN,2080908,2020-04-06,112,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-06,18256,,Country_Website
Belgium,BE,BEL,11455519,2020-04-05,5620,1267,Country_Website
Czechia,CZ,CZE,10649800,2020-04-05,370,82,Country_Website
Denmark,DK,DNK,5806081,2020-04-05,498,138,Country_Website
Estonia,EE,EST,1324820,2020-04-05,,14,Surveillance
Estonia,EE,EST,1324820,2020-04-05,135,,Country_API
Finland,FI,FIN,5517919,2020-04-05,209,76,External_Github
France,FR,FRA,67012883,2020-04-05,28747,6859,Country_Website
Iceland,IS,ISL,356991,2020-04-05,36,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-05,702,139,Country_Website
Italy,IT,ITA,60359546,2020-04-05,32926,3977,Country_Github
Latvia,LV,LVA,1919968,2020-04-05,36,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-05,203,43,Country_Website
Malta,MT,MLT,493559,2020-04-05,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-05,,1306,Other Website
Norway,NO,NOR,5328212,2020-04-05,310,,Country_API
Portugal,PT,PRT,10276617,2020-04-05,1084,267,Country_Website
Romania,RO,ROU,19414458,2020-04-05,,141,Country_Website
Slovenia,SI,SVN,2080908,2020-04-05,110,31,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-05,17779,,Country_Website
Belgium,BE,BEL,11455519,2020-04-04,5531,1261,Country_Website
Czechia,CZ,CZE,10649800,2020-04-04,365,85,Country_Website
Denmark,DK,DNK,5806081,2020-04-04,503,138,Country_Website
Estonia,EE,EST,1324820,2020-04-04,134,,Country_API
Estonia,EE,EST,1324820,2020-04-04,,17,Surveillance
Finland,FI,FIN,5517919,2020-04-04,187,73,External_Github
France,FR,FRA,67012883,2020-04-04,28003,6723,Country_Website
Iceland,IS,ISL,356991,2020-04-04,37,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-04,738,140,Country_Website
Italy,IT,ITA,60359546,2020-04-04,33004,3994,Country_Github
Latvia,LV,LVA,1919968,2020-04-04,29,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-04,216,43,Country_Website
Malta,MT,MLT,493559,2020-04-04,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-04-04,,1282,Other Website
Norway,NO,NOR,5328212,2020-04-04,306,,Country_API
Portugal,PT,PRT,10276617,2020-04-04,1075,251,Country_Website
Slovenia,SI,SVN,2080908,2020-04-04,109,32,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-04,16587,,Country_Website
Belgium,BE,BEL,11455519,2020-04-03,5513,1245,Country_Website
Czechia,CZ,CZE,10649800,2020-04-03,376,88,Country_Website
Denmark,DK,DNK,5806081,2020-04-03,516,139,Country_Website
Estonia,EE,EST,1324820,2020-04-03,,20,Surveillance
Estonia,EE,EST,1324820,2020-04-03,118,,Country_API
Finland,FI,FIN,5517919,2020-04-03,180,72,External_Github
France,FR,FRA,67012883,2020-04-03,27302,6556,Country_Website
Iceland,IS,ISL,356991,2020-04-03,41,11,Country_Website
Ireland,IE,IRL,4904240,2020-04-03,704,137,Country_Website
Italy,IT,ITA,60359546,2020-04-03,32809,4068,Country_Github
Latvia,LV,LVA,1919968,2020-04-03,31,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-03,212,45,Country_Website
Malta,MT,MLT,493559,2020-04-03,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-03,,1278,Other Website
Norway,NO,NOR,5328212,2020-04-03,318,,Country_API
Portugal,PT,PRT,10276617,2020-04-03,1058,245,Country_Website
Romania,RO,ROU,19414458,2020-04-03,,83,Country_Website
Slovenia,SI,SVN,2080908,2020-04-03,114,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-03,14729,,Country_Website
Austria,AT,AUT,8858775,2020-04-02,1057,,Surveillance
Belgium,BE,BEL,11455519,2020-04-02,5383,1205,Country_Website
Czechia,CZ,CZE,10649800,2020-04-02,351,78,Country_Website
Denmark,DK,DNK,5806081,2020-04-02,531,146,Country_Website
Estonia,EE,EST,1324820,2020-04-02,97,,Country_API
Estonia,EE,EST,1324820,2020-04-02,,16,Surveillance
Finland,FI,FIN,5517919,2020-04-02,160,65,External_Github
France,FR,FRA,67012883,2020-04-02,26131,6305,Country_Website
Iceland,IS,ISL,356991,2020-04-02,44,12,Country_Website
Ireland,IE,IRL,4904240,2020-04-02,655,132,Country_Website
Italy,IT,ITA,60359546,2020-04-02,32593,4053,Country_Github
Latvia,LV,LVA,1919968,2020-04-02,29,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-02,211,40,Country_Website
Malta,MT,MLT,493559,2020-04-02,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-02,,1251,Other Website
Norway,NO,NOR,5328212,2020-04-02,318,,Country_API
Portugal,PT,PRT,10276617,2020-04-02,1042,240,Country_Website
Romania,RO,ROU,19414458,2020-04-02,,78,Country_Website
Slovenia,SI,SVN,2080908,2020-04-02,108,30,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-02,13255,,Country_Website
Belgium,BE,BEL,11455519,2020-04-01,5220,1144,Country_Website
Czechia,CZ,CZE,10649800,2020-04-01,344,75,Country_Website
Denmark,DK,DNK,5806081,2020-04-01,535,146,Country_Website
Estonia,EE,EST,1324820,2020-04-01,93,,Country_API
Estonia,EE,EST,1324820,2020-04-01,,16,Surveillance
Finland,FI,FIN,5517919,2020-04-01,159,62,External_Github
France,FR,FRA,67012883,2020-04-01,24543,5940,Country_Website
Iceland,IS,ISL,356991,2020-04-01,43,14,Country_Website
Ireland,IE,IRL,4904240,2020-04-01,656,128,Country_Website
Italy,IT,ITA,60359546,2020-04-01,32438,4035,Country_Github
Latvia,LV,LVA,1919968,2020-04-01,28,,Surveillance
Luxembourg,LU,LUX,613894,2020-04-01,187,33,Country_Website
Malta,MT,MLT,493559,2020-04-01,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-04-01,,1210,Other Website
Norway,NO,NOR,5328212,2020-04-01,325,,Country_API
Portugal,PT,PRT,10276617,2020-04-01,726,230,Country_Website
Slovenia,SI,SVN,2080908,2020-04-01,109,31,Country_Github
United Kingdom,UK,GBR,66647112,2020-04-01,13108,,Country_Website
Belgium,BE,BEL,11455519,2020-03-31,4989,1088,Country_Website
Czechia,CZ,CZE,10649800,2020-03-31,320,72,Country_Website
Denmark,DK,DNK,5806081,2020-03-31,529,145,Country_Website
Estonia,EE,EST,1324820,2020-03-31,,15,Surveillance
Estonia,EE,EST,1324820,2020-03-31,102,,Country_API
Finland,FI,FIN,5517919,2020-03-31,137,56,External_Github
France,FR,FRA,67012883,2020-03-31,22672,5496,Country_Website
Iceland,IS,ISL,356991,2020-03-31,40,13,Country_Website
Ireland,IE,IRL,4904240,2020-03-31,596,120,Country_Website
Italy,IT,ITA,60359546,2020-03-31,32215,4023,Country_Github
Latvia,LV,LVA,1919968,2020-03-31,27,,Surveillance
Luxembourg,LU,LUX,613894,2020-03-31,185,32,Country_Website
Malta,MT,MLT,493559,2020-03-31,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-03-31,,1193,Other Website
Norway,NO,NOR,5328212,2020-03-31,317,,Country_API
Portugal,PT,PRT,10276617,2020-03-31,627,188,Country_Website
Romania,RO,ROU,19414458,2020-03-31,,62,Country_Website
Slovenia,SI,SVN,2080908,2020-03-31,110,28,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-31,12205,,Country_Website
Belgium,BE,BEL,11455519,2020-03-30,4897,1021,Country_Website
Czechia,CZ,CZE,10649800,2020-03-30,293,66,Country_Website
Denmark,DK,DNK,5806081,2020-03-30,533,137,Country_Website
Estonia,EE,EST,1324820,2020-03-30,,13,Surveillance
Estonia,EE,EST,1324820,2020-03-30,95,,Country_API
Finland,FI,FIN,5517919,2020-03-30,143,49,External_Github
France,FR,FRA,67012883,2020-03-30,20946,5056,Country_Website
Iceland,IS,ISL,356991,2020-03-30,37,11,Country_Website
Ireland,IE,IRL,4904240,2020-03-30,571,107,Country_Website
Italy,IT,ITA,60359546,2020-03-30,31776,3981,Country_Github
Latvia,LV,LVA,1919968,2020-03-30,28,,Surveillance
Luxembourg,LU,LUX,613894,2020-03-30,180,30,Country_Website
Malta,MT,MLT,493559,2020-03-30,,3,Surveillance
Netherlands,NL,NLD,17282163,2020-03-30,,1128,Other Website
Norway,NO,NOR,5328212,2020-03-30,321,,Country_API
Portugal,PT,PRT,10276617,2020-03-30,571,164,Country_Website
Romania,RO,ROU,19414458,2020-03-30,,53,Country_Website
Slovenia,SI,SVN,2080908,2020-03-30,117,29,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-30,10732,,Country_Website
Belgium,BE,BEL,11455519,2020-03-29,4480,942,Country_Website
Czechia,CZ,CZE,10649800,2020-03-29,282,53,Country_Website
Denmark,DK,DNK,5806081,2020-03-29,499,131,Country_Website
Estonia,EE,EST,1324820,2020-03-29,,13,Surveillance
Estonia,EE,EST,1324820,2020-03-29,88,,Country_API
Finland,FI,FIN,5517919,2020-03-29,134,41,External_Github
France,FR,FRA,67012883,2020-03-29,19311,4592,Country_Website
Iceland,IS,ISL,356991,2020-03-29,30,10,Country_Website
Ireland,IE,IRL,4904240,2020-03-29,513,96,Country_Website
Italy,IT,ITA,60359546,2020-03-29,31292,3906,Country_Github
Luxembourg,LU,LUX,613894,2020-03-29,187,27,Country_Website
Malta,MT,MLT,493559,2020-03-29,,4,Surveillance
Netherlands,NL,NLD,17282163,2020-03-29,,1040,Other Website
Norway,NO,NOR,5328212,2020-03-29,317,,Country_API
Portugal,PT,PRT,10276617,2020-03-29,486,138,Country_Website
Romania,RO,ROU,19414458,2020-03-29,,38,Country_Website
Slovenia,SI,SVN,2080908,2020-03-29,108,24,Country_Github
United Kingdom,UK,GBR,66647112,2020-03-29,9237,,Country_Website
Belgium,BE,BEL,11455519,2020-03-28,4089,867,Country_Website
Czechia,CZ,CZE,10649800,2020-03-28,271,57,Country_Website
Denmark,DK,DNK,5806081,2020-03-28,459,121,Country_Website
Estonia,EE,EST,1324820,2020-03-28,72,,Country_API
Estonia,EE,EST,1324820,2020-03-28,,10,Surveillance
Finland,FI,FIN,5517919,2020-03-28,112,31,External_Github
